NOMBRE_DEL_PROGRAMA,CINE_F_2013_AC_CAMPO_DETALLADO,NÚMERO_PERIODOS_DE_DURACIÓN,PERIODICIDAD,COSTO_MATRÍCULA_ESTUD_NUEVOS,MEDIANA_SALARIO,costo_total_con_inflacion
INGENIERIA DE SISTEMAS,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,10,Semestral,3826000,4758929,62321508.420504935
MEDICINA VETERINARIA,VETERINARIA,10,Semestral,4684000,3555556,76297424.31825538
ZOOTECNIA,AGROPECUARIO NO CLASIFICADO EN OTRA PARTE,10,Semestral,3826000,3111111,62321508.420504935
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3959200,3362637,46796332.74439727
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3959200,3362637,46796332.74439727
ADMINISTRACION DE EMPRESAS AGROPECUARIAS,GESTION Y ADMINISTRACION,10,Semestral,4051200,3362637,65989779.12000773
COMUNICACION Y PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,4143200,3307292,57847167.579979695
DERECHO,DERECHO,10,Semestral,3598400,2761905,58614144.24995948
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,3884800,3809524,63279298.46105007
INGENIERIA DE ALIMENTOS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,3343900,3809524,54468607.42481089
INGENIERIA INDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,10,Semestral,3673700,3726190,59840701.903922886
INGENIERIA INFORMATICA,USO DE COMPUTADORES,9,Semestral,3887050,3937500,54270813.07727362
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,9,Semestral,2838750,3021412,39634496.757981114
MEDICINA VETERINARIA,VETERINARIA,10,Semestral,7736800,3555556,126024319.48451713
PSICOLOGIA,PSICOLOGIA,10,Semestral,3633600,2333333,59187515.15858513
ZOOTECNIA,PRODUCCION AGRICOLA Y GANADERA,10,Semestral,4593400,3391667,74821645.78639503
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,2093041,3362637,34093432.38524884
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,3648342,3362637,59427646.80446466
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,3540533,3362637,49432758.68252758
ADMINISTRACION PUBLICA,GESTION Y ADMINISTRACION,8,Semestral,2093041,3362637,24738998.556189634
ADMINISTRACION PUBLICA,GESTION Y ADMINISTRACION,9,Semestral,3540533,3362637,49432758.68252758
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,5124319,4076923,83469756.84993555
CIENCIAS DEL DEPORTE Y LA ACTIVIDAD FISICA,PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A SALUD Y BIENESTAR,9,Semestral,3257245,3685606,45477504.67369448
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,3648342,2958333,59427646.80446466
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3540533,2958333,49432758.68252758
DERECHO,DERECHO,10,Semestral,4883115,2761905,79540797.85436329
DISENO INDUSTRIAL,"DISENO INDUSTRIAL, DE MODA E INTERIORES",10,Semestral,5341682,3645238,87010371.0775378
ECONOMIA,ECONOMIA,8,Semestral,3297318,3262821,38973123.43202932
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4757848,4157197,77500330.42223799
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5081187,3809524,82767182.0195139
LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,FORMACION PARA DOCENTES CON ASIGNATURA DE ESPECIALIZACION,5,Anual,2282290,2901515,6445907.718291309
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,9,Semestral,4326220,3021412,60402484.39077519
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,9,Semestral,3888103,3021412,54285515.01477645
LICENCIATURA EN INGLES,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,8,Semestral,2196370,3381944,25960310.504599873
LICENCIATURA EN LITERATURA Y LENGUA CASATELLANA,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,9,Semestral,4324691,3381944,60381136.56319511
PSICOLOGIA,PSICOLOGIA,10,Semestral,4016647,2333333,65426947.15961732
TRABAJO SOCIAL,TRABAJO SOCIAL,10,Semestral,3775443,3222222,61497988.16404506
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,5337000,3362637,86934106.23111208
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3955600,3362637,46753782.02761614
BACTERIOLOGIA,TECNOLOGIA DE DIAGNOSTICO Y TRATAMIENTO MEDICO,10,Semestral,5706700,3583333,92956129.66630828
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3955600,2958333,55227905.02012157
DERECHO,DERECHO,10,Semestral,4838100,2761905,78807550.93811943
DERECHO,DERECHO,10,Semestral,2868600,2761905,46726471.2637377
ENFERMERIA,MEDICINA,8,Semestral,4969100,3500000,58732990.76585787
ENFERMERIA,MEDICINA,8,Semestral,5364900,3500000,63411205.68307155
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,9,Semestral,3814800,4157197,53262061.90483359
INSTRUMENTACION QUIRURGICA,SALUD NO CLASIFICADA EN OTRA PARTE,8,Semestral,5364900,3366667,63411205.68307155
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,9,Semestral,2738300,3021412,38232018.48432574
MEDICINA,MEDICINA,12,Semestral,14756800,3500000,318013111.5821204
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,8705300,2833333,141800163.94485667
TRABAJO SOCIAL,TRABAJO SOCIAL,8,Semestral,3897500,3222222,46067060.73734298
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,3897500,3222222,54416715.4959864
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,4234015,3362637,59115122.4273865
ARQUITECTURA,ARQUITECTURA Y URBANISMO,10,Semestral,5630651,3611111,91717371.5915903
COMUNICACION SOCIAL     Y     PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,4234015,3307292,59115122.4273865
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,4234015,2958333,59115122.4273865
DERECHO,DERECHO,10,Periodos,4234015,2761905,68967642.83195092
INGENIERIA AGROINDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,4866175,3809524,79264863.10458718
INGENIERIA AMBIENTAL,CIENCIAS DEL MEDIO AMBIENTE,10,Semestral,4866175,3277778,79264863.10458718
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,4866175,4076923,79264863.10458718
INGENIERIA DE ALIMENTOS,PROCESAMIENTO DE ALIMENTOS,10,Semestral,4866175,3111111,79264863.10458718
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4866175,4157197,79264863.10458718
INGENIERIA ELECTRICA,ELECTRICIDAD Y ENERGIA,10,Periodos,4866175,3857143,79264863.10458718
INGENIERIA INDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,10,Semestral,4866175,3726190,79264863.10458718
MERCADEO Y PUBLICIDAD,MERCADOTECNIA Y PUBLICIDAD,9,Semestral,4234015,3579710,59115122.4273865
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,4234015,3222222,59115122.4273865
ADMINISTRACION COMERCIAL,GESTION Y ADMINISTRACION,8,Semestral,2569603,3362637,30371791.52581366
ADMINISTRACION DE EMPRESAS AGROPECUARIAS,GESTION Y ADMINISTRACION,10,Semestral,3235737,3362637,52706746.1296496
ADMINISTRACION DE EMPRESAS TURISTICAS,GESTION Y ADMINISTRACION,9,Semestral,3472323,3362637,48480413.804020524
ADMINISTRACION FINANCIERA Y BURSATIL,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,3519836,3141667,49143788.12175261
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,3594199,3809524,58545714.38668855
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,3594199,4157197,58545714.38668855
INGENIERIA EN ENERGIAS RENOVABLES,ELECTRICIDAD Y ENERGIA,9,Semestral,5005621,3857143,69888249.86215137
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,3519838,3809524,49143816.045660496
INGENIERIA MECATRONICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5322272,3809524,86694202.6304803
MEDICINA VETERINARIA Y ZOOTECNIA,VETERINARIA,10,Semestral,3738791,3555556,60900965.70543859
MERCADEO Y PUBLICIDAD,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,3519835,3579710,41603195.055914216
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,10,Semestral,3497113,3362637,56964285.74933541
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,4483800,3362637,62602609.09324024
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,4742700,3362637,66217358.96929178
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,4742700,3362637,66217358.96929178
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,4554500,3362637,63589719.23706737
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,1592000,3362637,22227430.67854018
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,1592000,3362637,22227430.67854018
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,3891600,3362637,54334339.967717946
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,2299600,3362637,32106909.289177764
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Cuatrimestral,2466200,3362637,76905790.14096476
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,2972400,3362637,41500511.90257087
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,2727500,3362637,38081229.38173263
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,2404900,3362637,39173286.879370704
ADMINISTRACION DE EMPRESAS TURISTICAS Y HOTELERAS,GESTION Y ADMINISTRACION,10,Periodos,3135500,3362637,51073991.02260669
ADMINISTRACION DE EMPRESAS TURISTICAS Y HOTELERAS,GESTION Y ADMINISTRACION,10,Semestral,3135400,3362637,51072362.12797992
ADMINISTRACION DE TECNOLOGIAS DE LA INFORMACION,DISENO Y ADMINISTRACION DE REDES Y BASES DE DATOS,10,Cuatrimestral,3500700,4856481,109165558.16498068
ADMINISTRACION EN SEGURIDAD ALIMENTARIA Y NUTRICIONAL,GESTION Y ADMINISTRACION,10,Semestral,3347400,3362637,54525618.73674809
ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO,GESTION Y ADMINISTRACION,10,Semestral,4742600,3362637,77251956.56954697
ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO,GESTION Y ADMINISTRACION,10,Semestral,2831300,3362637,46118893.56794971
ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO,GESTION Y ADMINISTRACION,10,Cuatrimestral,4693500,3362637,146361741.1510089
ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO,GESTION Y ADMINISTRACION,10,Semestral,4742600,3362637,77251956.56954697
ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO,GESTION Y ADMINISTRACION,10,Semestral,4322500,3362637,70408970.24245493
ADMINISTRACION FINANCIERA,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",10,Semestral,2404900,3141667,39173286.879370704
ADMINISTRACION PUBLICA,GESTION Y ADMINISTRACION,10,Semestral,3347400,3362637,54525618.73674809
CIENCIAS BIBLICAS,FILOSOFIA Y ETICA,8,Semestral,3333100,3023810,39396053.91754661
CIENCIAS POLITICAS,CIENCIAS POLITICAS Y EDUCACION CIVICA,10,Cuatrimestral,3347400,3535088,104385062.81642424
COMUNICACION DIGITAL,"PERIODISMO, COMUNICACION Y REPORTAJES",10,Cuatrimestral,3347400,3307292,104385062.81642424
COMUNICACION SOCIAL,"PERIODISMO, COMUNICACION Y REPORTAJES",10,Periodos,2404900,3307292,39173286.879370704
COMUNICACION SOCIAL  - PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,4416500,3307292,52201455.73995517
COMUNICACION SOCIAL - PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,4416500,3307292,61662969.59282205
COMUNICACION SOCIAL- PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,4879100,3307292,57669222.84632974
COMUNICACION SOCIAL Y PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,4416500,3307292,61662969.59282205
COMUNICACION VISUAL,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,4564300,3050926,53948399.05669136
COMUNICACION VISUAL,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,4324900,3050926,51118776.39074655
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,2969100,2958333,41454437.454556316
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3985100,2958333,55639782.661463864
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,2404900,2958333,33577103.0394606
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,2405000,2958333,33578499.23485498
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3803100,2958333,53098707.043691054
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3905300,2958333,54525618.73674809
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3985300,2958333,55642575.05225263
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3985300,2958333,55642575.05225263
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,4274900,2958333,59685956.91437903
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,4146700,2958333,57896034.41878302
DISENO GRAFICO,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,9,Semestral,4399400,3050926,61424220.18038296
ESTUDIOS EN FILOSOFIA,FILOSOFIA Y ETICA,8,Semestral,2989600,3023810,35336006.35801426
INGENIERIA AGROECOLOGICA,AGROPECUARIO NO CLASIFICADO EN OTRA PARTE,10,Semestral,4965000,3111111,80874618.21949999
INGENIERIA AGROECOLOGICA,PRODUCCION AGRICOLA Y GANADERA,10,Semestral,4805300,3391667,78273273.50053643
INGENIERIA AGROECOLOGICA,AGROPECUARIO NO CLASIFICADO EN OTRA PARTE,10,Semestral,2872200,3111111,46785111.47030169
INGENIERIA AGROINDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,4813600,3809524,78408471.75455895
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,5120300,4076923,83404291.57488537
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,9,Semestral,4827200,4076923,67397144.07754344
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Cuatrimestral,3429900,4157197,106957736.4384458
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4313000,4157197,70254225.25291108
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,9,Semestral,4149000,4157197,57928146.91285378
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Cuatrimestral,3500700,4157197,109165558.16498068
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4050500,4157197,65978376.85762029
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4050500,4157197,65978376.85762029
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4050500,4157197,65978376.85762029
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4050400,4157197,65976747.96299351
INGENIERIA DE SISTEMAS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,3202400,3809524,52163721.527920805
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,9,Semestral,4335700,4157197,60534843.71416248
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,2821900,3809524,45965777.47303264
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,3680900,3809524,59957982.31705086
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,4324900,3809524,70448063.7134976
INGENIERIA INDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,10,Cuatrimestral,3500700,3726190,109165558.16498068
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,4570100,3809524,74442113.33835588
INGENIERIA INDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,9,Cuatrimestral,4368100,3726190,113941485.7454601
INGENIERIA INDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,9,Semestral,4293100,3726190,59940064.47615631
INGENIERIA INDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,10,Semestral,4570100,3726190,74442113.33835588
INGENIERIA SOFTWARE,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,10,Cuatrimestral,3500700,4758929,109165558.16498068
LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,10,Periodos,2219900,3381944,36159831.81983244
LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,10,Semestral,2463400,3381944,40126190.2360355
LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,10,Cuatrimestral,3500700,3021412,109165558.16498068
LICENCIATURA EN EDUCACION  ARTISTICA,CIENCIAS DE LA EDUCACION,9,Semestral,2989600,3021412,41740657.51040435
LICENCIATURA EN EDUCACION ARTISTICA,CIENCIAS DE LA EDUCACION,10,Cuatrimestral,2194700,3021412,68439355.13031197
LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,10,Semestral,1913900,3381944,31175414.261893462
LICENCIATURA EN EDUCACION FISICA,CIENCIAS DE LA EDUCACION,9,Semestral,4417100,3021412,61671346.76518834
"LICENCIATURA EN EDUCACION FISICA, RECREACION Y DEPORTE",CIENCIAS DE LA EDUCACION,10,Periodos,2944700,3021412,47966060.07471533
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,10,Semestral,2404900,3021412,39173286.879370704
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,9,Semestral,3465000,3021412,48378170.41529003
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,8,Semestral,2989600,3021412,35336006.35801426
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,10,Cuatrimestral,3500700,3021412,109165558.16498068
LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,9,Semestral,2989600,3021412,41740657.51040435
LICENCIATURA EN HUMANIDADES Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,10,Semestral,2989600,3021412,48697433.762138404
LICENCIATURA EN INFORMATICA,CIENCIAS DE LA EDUCACION,9,Semestral,3503800,3021412,48919894.22830973
LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES,CIENCIAS DE LA EDUCACION,10,Cuatrimestral,2404300,3021412,74975505.32638131
LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES,CIENCIAS DE LA EDUCACION,10,Semestral,3647400,3021412,59412302.61708042
LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES,CIENCIAS DE LA EDUCACION,10,Semestral,3468200,3021412,56493323.44589525
LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES,CIENCIAS DE LA EDUCACION,10,Semestral,3468200,3021412,56493323.44589525
LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES,CIENCIAS DE LA EDUCACION,10,Semestral,3608900,3021412,58785178.18577111
MARKETING,MERCADOTECNIA Y PUBLICIDAD,10,Semestral,3347400,3579710,54525618.73674809
MERCADEO,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,4126800,3579710,48777305.003429644
NEGOCIOS DIGITALES,GESTION Y ADMINISTRACION,10,Semestral,3500700,3362637,57022714.19959791
PSICOLOGIA,PSICOLOGIA,10,Semestral,2766000,2333333,45055225.37666404
PSICOLOGIA,PSICOLOGIA,10,Semestral,4572500,2333333,74481206.80939853
PSICOLOGIA,PSICOLOGIA,10,Cuatrimestral,3538400,2333333,110341192.05043781
PSICOLOGIA,PSICOLOGIA,9,Semestral,4972200,2333333,69421627.3993954
PSICOLOGIA,PSICOLOGIA,10,Semestral,4535200,2333333,73873629.11361055
PSICOLOGIA,PSICOLOGIA,9,Semestral,4416500,2333333,61662969.59282205
PSICOLOGIA,PSICOLOGIA,9,Semestral,5430000,2333333,75813409.91487008
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,3114700,3222222,43487297.94877456
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,3500700,3222222,48876612.17108393
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,3500700,3222222,48876612.17108393
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,3356200,3222222,46859109.82620387
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,2969100,3222222,41454437.454556316
TRABAJO SOCIAL,TRABAJO SOCIAL,8,Semestral,2355600,3222222,27842352.347116135
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,3350300,3222222,46776734.297935404
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,3144900,3222222,43908948.957877524
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,3803100,3222222,53098707.043691054
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Periodos,2665100,3222222,37210003.455639094
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,3350300,3222222,46776734.297935404
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,4447924,3362637,52572876.21888019
ADMINISTRACION EN SALUD,PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A ADMINISTRACION DE EMPRESAS Y DERECHO,8,Semestral,6036295,2800000,71346855.26453362
ADMINISTRACION FINANCIERA,EDUCACION COMERCIAL Y ADMINISTRACION NO CLASIFICADOS EN OTRA PARTE,8,Semestral,6036295,3555556,71346855.26453362
ADMINISTRACION FINANCIERA,GESTION Y ADMINISTRACION,8,Semestral,4193931,3362637,49570769.49460567
ADMINISTRACION LOGISTICA,GESTION Y ADMINISTRACION,8,Semestral,4193931,3362637,49570769.49460567
COMUNICACION DIGITAL,PERIODISMO E INFORMACION NO CLASIFICADOS EN OTRA PARTE,9,Semestral,6036295,3333333,84278472.78123035
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3133672,2958333,43752184.13899646
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3483235,2958333,48632766.645455346
DERECHO,DERECHO,9,Semestral,10167032,2761905,141951632.52920836
ECONOMIA,ECONOMIA,9,Semestral,4266848,3262821,59573535.2612235
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",9,Semestral,6610710,3333333,92298428.55586204
FONOAUDIOLOGIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",9,Semestral,5022800,3333333,70128102.26895203
INGENIERIA DE SISTEMAS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,6036295,3809524,84278472.78123035
INGENIERIA DE SOFTWARE,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,8,Semestral,4266848,4758929,50432622.44336381
INGENIERIA EN CIENCIA DE DATOS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,8,Semestral,6036295,3809524,71346855.26453362
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,3744277,3809524,60990326.8646636
LICENCIATURA EN ARTES VISUALES,CIENCIAS DE LA EDUCACION,8,Semestral,6036295,3021412,71346855.26453362
LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,8,Semestral,6036295,3021412,71346855.26453362
LICENCIATURA EN EDUCACION ARTISTICA,CIENCIAS DE LA EDUCACION,8,Semestral,6036295,3021412,71346855.26453362
LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,8,Semestral,3869451,3021412,45735531.55540027
LICENCIATURA EN EDUCACION COMUNITARIA,CIENCIAS DE LA EDUCACION,8,Semestral,6036295,3021412,71346855.26453362
LICENCIATURA EN EDUCACION ESPECIAL,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,9,Semestral,3371186,3381944,47068343.66800575
LICENCIATURA EN EDUCACION ESPECIAL,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,8,Semestral,4009208,3381944,47387409.47906129
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,8,Semestral,4447924,3021412,52572876.21888019
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,8,Semestral,3593582,3021412,42474858.30881911
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,9,Semestral,3369971,3021412,47051379.89396403
LICENCIATURA EN HUMANIDADES Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,8,Semestral,3730909,3021412,44098014.498652875
LICENCIATURA EN MATEMATICAS,PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A EDUCACION,8,Semestral,6036295,3333333,71346855.26453362
